PATH_ID	pathway_name	info_url	description_brief	contributor	name_systematic
652	REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	https://www.reactome.org/content/detail/R-HSA-164940	Nef mediated downregulation of MHC class I complex cell surface expression	Reactome	M17019
653	REACTOME_NEF_AND_SIGNAL_TRANSDUCTION	https://www.reactome.org/content/detail/R-HSA-164944	Nef and signal transduction	Reactome	M26997
654	REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	https://www.reactome.org/content/detail/R-HSA-164952	The role of Nef in HIV-1 replication and disease pathogenesis	Reactome	M11362
655	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	https://www.reactome.org/content/detail/R-HSA-1650814	Collagen biosynthesis and modifying enzymes	Reactome	M26999
656	REACTOME_MTOR_SIGNALLING	https://www.reactome.org/content/detail/R-HSA-165159	MTOR signalling	Reactome	M27000
657	REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF	https://www.reactome.org/content/detail/R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	Reactome	M27001
658	REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	https://www.reactome.org/content/detail/R-HSA-1660499	Synthesis of PIPs at the plasma membrane	Reactome	M662
659	REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	https://www.reactome.org/content/detail/R-HSA-1660514	Synthesis of PIPs at the Golgi membrane	Reactome	M645
660	REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	https://www.reactome.org/content/detail/R-HSA-1660516	Synthesis of PIPs at the early endosome membrane	Reactome	M639
661	REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	https://www.reactome.org/content/detail/R-HSA-1660517	Synthesis of PIPs at the late endosome membrane	Reactome	M655
662	REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	https://www.reactome.org/content/detail/R-HSA-1660661	Sphingolipid de novo biosynthesis	Reactome	M554
663	REACTOME_GLYCOSPHINGOLIPID_METABOLISM	https://www.reactome.org/content/detail/R-HSA-1660662	Glycosphingolipid metabolism	Reactome	M576
664	REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	https://www.reactome.org/content/detail/R-HSA-166166	MyD88-independent TLR4 cascade	Reactome	M29565
665	REACTOME_MITOCHONDRIAL_UNCOUPLING	https://www.reactome.org/content/detail/R-HSA-166187	Mitochondrial Uncoupling	Reactome	M27003
666	REACTOME_MTORC1_MEDIATED_SIGNALLING	https://www.reactome.org/content/detail/R-HSA-166208	mTORC1-mediated signalling	Reactome	M3492
667	REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	https://www.reactome.org/content/detail/R-HSA-1663150	The activation of arylsulfatases	Reactome	M663
668	REACTOME_SIGNALING_BY_NTRKS	https://www.reactome.org/content/detail/R-HSA-166520	Signaling by NTRKs	Reactome	M3574
669	REACTOME_COMPLEMENT_CASCADE	https://www.reactome.org/content/detail/R-HSA-166658	Complement cascade	Reactome	M19752
670	REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-166662	Lectin pathway of complement activation	Reactome	M27005
671	REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	https://www.reactome.org/content/detail/R-HSA-166663	Initial triggering of complement	Reactome	M6121
672	REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT	https://www.reactome.org/content/detail/R-HSA-166665	Terminal pathway of complement	Reactome	M27006
673	REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	https://www.reactome.org/content/detail/R-HSA-166786	Creation of C4 and C2 activators	Reactome	M1078
674	REACTOME_SIGNALLING_TO_RAS	https://www.reactome.org/content/detail/R-HSA-167044	Signalling to RAS	Reactome	M12256
675	REACTOME_HIV_TRANSCRIPTION_INITIATION	https://www.reactome.org/content/detail/R-HSA-167161	HIV Transcription Initiation	Reactome	M29568
676	REACTOME_HIV_TRANSCRIPTION_ELONGATION	https://www.reactome.org/content/detail/R-HSA-167169	HIV Transcription Elongation	Reactome	M29569
677	REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	https://www.reactome.org/content/detail/R-HSA-167172	Transcription of the HIV genome	Reactome	M27008
678	REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	https://www.reactome.org/content/detail/R-HSA-167242	Abortive elongation of HIV-1 transcript in the absence of Tat	Reactome	M3630
679	REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	https://www.reactome.org/content/detail/R-HSA-167287	HIV elongation arrest and recovery	Reactome	M27010
680	REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION	https://www.reactome.org/content/detail/R-HSA-167590	Nef Mediated CD4 Down-regulation	Reactome	M27011
681	REACTOME_THE_FATTY_ACID_CYCLING_MODEL	https://www.reactome.org/content/detail/R-HSA-167826	The fatty acid cycling model	Reactome	M29570
682	REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	https://www.reactome.org/content/detail/R-HSA-1679131	Trafficking and processing of endosomal TLR	Reactome	M593
683	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	https://www.reactome.org/content/detail/R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	Reactome	M27012
684	REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	https://www.reactome.org/content/detail/R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	Reactome	M27013
685	REACTOME_INNATE_IMMUNE_SYSTEM	https://www.reactome.org/content/detail/R-HSA-168249	Innate Immune System	Reactome	M1036
686	REACTOME_INFLUENZA_INFECTION	https://www.reactome.org/content/detail/R-HSA-168255	Influenza Infection	Reactome	M4669
687	REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS	https://www.reactome.org/content/detail/R-HSA-168274	Export of Viral Ribonucleoproteins from Nucleus	Reactome	M27016
688	REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	https://www.reactome.org/content/detail/R-HSA-168276	NS1 Mediated Effects on Host Pathways	Reactome	M29574
689	REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	https://www.reactome.org/content/detail/R-HSA-168325	Viral Messenger RNA Synthesis	Reactome	M109
690	REACTOME_NOD1_2_SIGNALING_PATHWAY	https://www.reactome.org/content/detail/R-HSA-168638	NOD1/2 Signaling Pathway	Reactome	M1059
691	REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	https://www.reactome.org/content/detail/R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	Reactome	M1074
692	REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	https://www.reactome.org/content/detail/R-HSA-168799	Neurotoxicity of clostridium toxins	Reactome	M27018
693	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	https://www.reactome.org/content/detail/R-HSA-168898	Toll-like Receptor Cascades	Reactome	M7494
694	REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	https://www.reactome.org/content/detail/R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment	Reactome	M27020
695	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	https://www.reactome.org/content/detail/R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	Reactome	M1002
696	REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	https://www.reactome.org/content/detail/R-HSA-169893	Prolonged ERK activation events	Reactome	M622
697	REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	https://www.reactome.org/content/detail/R-HSA-170660	Adenylate cyclase activating pathway	Reactome	M19522
698	REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	https://www.reactome.org/content/detail/R-HSA-170670	Adenylate cyclase inhibitory pathway	Reactome	M750
699	REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	https://www.reactome.org/content/detail/R-HSA-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	Reactome	M29579
700	REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	https://www.reactome.org/content/detail/R-HSA-170834	Signaling by TGF-beta Receptor Complex	Reactome	M1041
701	REACTOME_ARMS_MEDIATED_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-170984	ARMS-mediated activation	Reactome	M621
702	REACTOME_P38MAPK_EVENTS	https://www.reactome.org/content/detail/R-HSA-171007	p38MAPK events	Reactome	M1441
703	REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE	https://www.reactome.org/content/detail/R-HSA-171319	Telomere Extension By Telomerase	Reactome	M27023
704	REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-173736	Alternative complement activation	Reactome	M27024
705	REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	https://www.reactome.org/content/detail/R-HSA-174048	APC/C:Cdc20 mediated degradation of Cyclin B	Reactome	M1039
706	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	https://www.reactome.org/content/detail/R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	Reactome	M17095
707	REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	https://www.reactome.org/content/detail/R-HSA-174143	APC/C-mediated degradation of cell cycle proteins	Reactome	M29582
708	REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	https://www.reactome.org/content/detail/R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	Reactome	M1030
709	REACTOME_TRANSPORT_AND_SYNTHESIS_OF_PAPS	https://www.reactome.org/content/detail/R-HSA-174362	Transport and synthesis of PAPS	Reactome	M27027
710	REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING	https://www.reactome.org/content/detail/R-HSA-174403	Glutathione synthesis and recycling	Reactome	M27028
711	REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE	https://www.reactome.org/content/detail/R-HSA-174411	Polymerase switching on the C-strand of the telomere	Reactome	M29583
712	REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE	https://www.reactome.org/content/detail/R-HSA-174414	Processive synthesis on the C-strand of the telomere	Reactome	M27029
713	REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS	https://www.reactome.org/content/detail/R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	Reactome	M27030
714	REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION	https://www.reactome.org/content/detail/R-HSA-174430	Telomere C-strand synthesis initiation	Reactome	M29584
715	REACTOME_ACTIVATION_OF_C3_AND_C5	https://www.reactome.org/content/detail/R-HSA-174577	Activation of C3 and C5	Reactome	M27031
716	REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	https://www.reactome.org/content/detail/R-HSA-174824	Plasma lipoprotein assembly, remodeling, and clearance	Reactome	M27032
717	REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	https://www.reactome.org/content/detail/R-HSA-175474	Assembly Of The HIV Virion	Reactome	M27033
718	REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	https://www.reactome.org/content/detail/R-HSA-176033	Interactions of Vpr with host cellular proteins	Reactome	M1029
719	REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	https://www.reactome.org/content/detail/R-HSA-176187	Activation of ATR in response to replication stress	Reactome	M11153
720	REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	https://www.reactome.org/content/detail/R-HSA-176407	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	Reactome	M1044
721	REACTOME_PHOSPHORYLATION_OF_THE_APC_C	https://www.reactome.org/content/detail/R-HSA-176412	Phosphorylation of the APC/C	Reactome	M1050
722	REACTOME_PHOSPHORYLATION_OF_EMI1	https://www.reactome.org/content/detail/R-HSA-176417	Phosphorylation of Emi1	Reactome	M27035
723	REACTOME_UNWINDING_OF_DNA	https://www.reactome.org/content/detail/R-HSA-176974	Unwinding of DNA	Reactome	M3656
724	REACTOME_CONJUGATION_OF_BENZOATE_WITH_GLYCINE	https://www.reactome.org/content/detail/R-HSA-177135	Conjugation of benzoate with glycine	Reactome	M27037
725	REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS	https://www.reactome.org/content/detail/R-HSA-177243	Interactions of Rev with host cellular proteins	Reactome	M27038
726	REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	https://www.reactome.org/content/detail/R-HSA-177504	Retrograde neurotrophin signalling	Reactome	M10122
727	REACTOME_SIGNALING_BY_EGFR	https://www.reactome.org/content/detail/R-HSA-177929	Signaling by EGFR	Reactome	M27039
728	REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	https://www.reactome.org/content/detail/R-HSA-1793185	Chondroitin sulfate/dermatan sulfate metabolism	Reactome	M678
729	REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	https://www.reactome.org/content/detail/R-HSA-179409	APC-Cdc20 mediated degradation of Nek2A	Reactome	M1079
730	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	https://www.reactome.org/content/detail/R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	Reactome	M567
731	REACTOME_DARPP_32_EVENTS	https://www.reactome.org/content/detail/R-HSA-180024	DARPP-32 events	Reactome	M751
732	REACTOME_GAB1_SIGNALOSOME	https://www.reactome.org/content/detail/R-HSA-180292	GAB1 signalosome	Reactome	M10450
733	REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	https://www.reactome.org/content/detail/R-HSA-180336	SHC1 events in EGFR signaling	Reactome	M719
734	REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION	https://www.reactome.org/content/detail/R-HSA-180689	APOBEC3G mediated resistance to HIV-1 infection	Reactome	M27040
735	REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	https://www.reactome.org/content/detail/R-HSA-180746	Nuclear import of Rev protein	Reactome	M27041
736	REACTOME_EXTENSION_OF_TELOMERES	https://www.reactome.org/content/detail/R-HSA-180786	Extension of Telomeres	Reactome	M14804
737	REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	https://www.reactome.org/content/detail/R-HSA-1810476	RIP-mediated NFkB activation via ZBP1	Reactome	M583
738	REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	https://www.reactome.org/content/detail/R-HSA-181429	Serotonin Neurotransmitter Release Cycle	Reactome	M27043
739	REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	https://www.reactome.org/content/detail/R-HSA-181430	Norepinephrine Neurotransmitter Release Cycle	Reactome	M13015
740	REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	https://www.reactome.org/content/detail/R-HSA-181431	Acetylcholine binding and downstream events	Reactome	M757
741	REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION	https://www.reactome.org/content/detail/R-HSA-182218	Nef Mediated CD8 Down-regulation	Reactome	M27044
742	REACTOME_EGFR_DOWNREGULATION	https://www.reactome.org/content/detail/R-HSA-182971	EGFR downregulation	Reactome	M16597
743	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	https://www.reactome.org/content/detail/R-HSA-1834941	STING mediated induction of host immune responses	Reactome	M27045
744	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	https://www.reactome.org/content/detail/R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA	Reactome	M27046
745	REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS	https://www.reactome.org/content/detail/R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants	Reactome	M673
746	REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-1839124	FGFR1 mutant receptor activation	Reactome	M661
747	REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-1839126	FGFR2 mutant receptor activation	Reactome	M27049
748	REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	https://www.reactome.org/content/detail/R-HSA-1852241	Organelle biogenesis and maintenance	Reactome	M27050
749	REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL	https://www.reactome.org/content/detail/R-HSA-1855167	Synthesis of pyrophosphates in the cytosol	Reactome	M27051
750	REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL	https://www.reactome.org/content/detail/R-HSA-1855183	Synthesis of IP2, IP, and Ins in the cytosol	Reactome	M27052
751	REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL	https://www.reactome.org/content/detail/R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol	Reactome	M27053
752	REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	https://www.reactome.org/content/detail/R-HSA-186712	Regulation of beta-cell development	Reactome	M17541
753	REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	https://www.reactome.org/content/detail/R-HSA-186763	Downstream signal transduction	Reactome	M779
754	REACTOME_SIGNALING_BY_PDGF	https://www.reactome.org/content/detail/R-HSA-186797	Signaling by PDGF	Reactome	M2049
755	REACTOME_ACTIVATION_OF_TRKA_RECEPTORS	https://www.reactome.org/content/detail/R-HSA-187015	Activation of TRKA receptors	Reactome	M27054
756	REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-187024	NGF-independant TRKA activation	Reactome	M27055
757	REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	https://www.reactome.org/content/detail/R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	Reactome	M1081
758	REACTOME_SIGNALLING_TO_ERKS	https://www.reactome.org/content/detail/R-HSA-187687	Signalling to ERKs	Reactome	M13881
759	REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	https://www.reactome.org/content/detail/R-HSA-187706	Signalling to p38 via RIT and RIN	Reactome	M17181
760	REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	https://www.reactome.org/content/detail/R-HSA-189085	Digestion of dietary carbohydrate	Reactome	M1091
761	REACTOME_CELLULAR_HEXOSE_TRANSPORT	https://www.reactome.org/content/detail/R-HSA-189200	Cellular hexose transport	Reactome	M27058
762	REACTOME_METABOLISM_OF_PORPHYRINS	https://www.reactome.org/content/detail/R-HSA-189445	Metabolism of porphyrins	Reactome	M1088
763	REACTOME_HEME_BIOSYNTHESIS	https://www.reactome.org/content/detail/R-HSA-189451	Heme biosynthesis	Reactome	M27059
764	REACTOME_HEME_DEGRADATION	https://www.reactome.org/content/detail/R-HSA-189483	Heme degradation	Reactome	M27060
765	REACTOME_SIGNALING_BY_FGFR	https://www.reactome.org/content/detail/R-HSA-190236	Signaling by FGFR	Reactome	M1090
766	REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-190239	FGFR3 ligand binding and activation	Reactome	M27061
767	REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-190241	FGFR2 ligand binding and activation	Reactome	M27062
768	REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-190242	FGFR1 ligand binding and activation	Reactome	M1092
769	REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-190370	FGFR1b ligand binding and activation	Reactome	M27063
770	REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-190371	FGFR3b ligand binding and activation	Reactome	M27064
771	REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-190373	FGFR1c ligand binding and activation	Reactome	M27065
772	REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-190375	FGFR2c ligand binding and activation	Reactome	M1087
773	REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-190377	FGFR2b ligand binding and activation	Reactome	M27066
774	REACTOME_GAP_JUNCTION_ASSEMBLY	https://www.reactome.org/content/detail/R-HSA-190861	Gap junction assembly	Reactome	M14981
775	REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	https://www.reactome.org/content/detail/R-HSA-190872	Transport of connexons to the plasma membrane	Reactome	M27067
776	REACTOME_GAP_JUNCTION_DEGRADATION	https://www.reactome.org/content/detail/R-HSA-190873	Gap junction degradation	Reactome	M15243
777	REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM	https://www.reactome.org/content/detail/R-HSA-1912399	Pre-NOTCH Processing in the Endoplasmic Reticulum	Reactome	M27068
778	REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	https://www.reactome.org/content/detail/R-HSA-1912420	Pre-NOTCH Processing in Golgi	Reactome	M614
779	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	https://www.reactome.org/content/detail/R-HSA-1912422	Pre-NOTCH Expression and Processing	Reactome	M607
780	REACTOME_CHOLESTEROL_BIOSYNTHESIS	https://www.reactome.org/content/detail/R-HSA-191273	Cholesterol biosynthesis	Reactome	M16227
781	REACTOME_SNRNP_ASSEMBLY	https://www.reactome.org/content/detail/R-HSA-191859	snRNP Assembly	Reactome	M29594
782	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	https://www.reactome.org/content/detail/R-HSA-192105	Synthesis of bile acids and bile salts	Reactome	M5967
783	REACTOME_DIGESTION_OF_DIETARY_LIPID	https://www.reactome.org/content/detail/R-HSA-192456	Digestion of dietary lipid	Reactome	M27069
784	REACTOME_ANDROGEN_BIOSYNTHESIS	https://www.reactome.org/content/detail/R-HSA-193048	Androgen biosynthesis	Reactome	M504
785	REACTOME_ESTROGEN_BIOSYNTHESIS	https://www.reactome.org/content/detail/R-HSA-193144	Estrogen biosynthesis	Reactome	M27070
786	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	https://www.reactome.org/content/detail/R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	Reactome	M1926
787	REACTOME_P75NTR_SIGNALS_VIA_NF_KB	https://www.reactome.org/content/detail/R-HSA-193639	p75NTR signals via NF-kB	Reactome	M18175
788	REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	https://www.reactome.org/content/detail/R-HSA-193648	NRAGE signals death through JNK	Reactome	M11215
789	REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1	https://www.reactome.org/content/detail/R-HSA-193670	p75NTR negatively regulates cell cycle via SC1	Reactome	M27072
790	REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	https://www.reactome.org/content/detail/R-HSA-193692	Regulated proteolysis of p75NTR	Reactome	M2661
791	REACTOME_P75NTR_REGULATES_AXONOGENESIS	https://www.reactome.org/content/detail/R-HSA-193697	p75NTR regulates axonogenesis	Reactome	M27073
792	REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	https://www.reactome.org/content/detail/R-HSA-193704	p75 NTR receptor-mediated signalling	Reactome	M9400
793	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	https://www.reactome.org/content/detail/R-HSA-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol	Reactome	M17842
794	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL	https://www.reactome.org/content/detail/R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	Reactome	M27074
795	REACTOME_MINERALOCORTICOID_BIOSYNTHESIS	https://www.reactome.org/content/detail/R-HSA-193993	Mineralocorticoid biosynthesis	Reactome	M27075
796	REACTOME_GLUCOCORTICOID_BIOSYNTHESIS	https://www.reactome.org/content/detail/R-HSA-194002	Glucocorticoid biosynthesis	Reactome	M27076
797	REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	https://www.reactome.org/content/detail/R-HSA-194068	Bile acid and bile salt metabolism	Reactome	M499
798	REACTOME_SIGNALING_BY_VEGF	https://www.reactome.org/content/detail/R-HSA-194138	Signaling by VEGF	Reactome	M27077
799	REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	https://www.reactome.org/content/detail/R-HSA-194313	VEGF ligand-receptor interactions	Reactome	M710
800	REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	https://www.reactome.org/content/detail/R-HSA-195253	Degradation of beta-catenin by the destruction complex	Reactome	M27079
801	REACTOME_RHO_GTPASE_EFFECTORS	https://www.reactome.org/content/detail/R-HSA-195258	RHO GTPase Effectors	Reactome	M27080
802	REACTOME_SIGNALING_BY_WNT	https://www.reactome.org/content/detail/R-HSA-195721	Signaling by WNT	Reactome	M7847
803	REACTOME_METABOLISM_OF_STEROID_HORMONES	https://www.reactome.org/content/detail/R-HSA-196071	Metabolism of steroid hormones	Reactome	M27081
804	REACTOME_PREGNENOLONE_BIOSYNTHESIS	https://www.reactome.org/content/detail/R-HSA-196108	Pregnenolone biosynthesis	Reactome	M27082
805	REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE	https://www.reactome.org/content/detail/R-HSA-196299	Beta-catenin phosphorylation cascade	Reactome	M27083
806	REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	https://www.reactome.org/content/detail/R-HSA-1963640	GRB2 events in ERBB2 signaling	Reactome	M562
807	REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	https://www.reactome.org/content/detail/R-HSA-1963642	PI3K events in ERBB2 signaling	Reactome	M570
808	REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM	https://www.reactome.org/content/detail/R-HSA-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism	Reactome	M27084
809	REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	https://www.reactome.org/content/detail/R-HSA-196757	Metabolism of folate and pterines	Reactome	M27085
810	REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM	https://www.reactome.org/content/detail/R-HSA-196780	Biotin transport and metabolism	Reactome	M27086
811	REACTOME_COENZYME_A_BIOSYNTHESIS	https://www.reactome.org/content/detail/R-HSA-196783	Coenzyme A biosynthesis	Reactome	M27087
